title,price_raw,area_raw,address,description,phone,image,source_url,source_name,crawled_at,price_million,area_m2,ward,room_type,has_dieu_hoa,has_khep_kin,has_ban_cong,has_thang_may,has_full_do,has_gac,has_may_giat,has_nong_lanh,has_wifi,has_de_xe,number_of_amenities,unit_price
"Chính chủ cho thuê phòng khép kín 16m2 tại ngõ 85 Hạ Đình, có điều hoà, nhà vệ sinh, an ninh tốt",2500000,16.0,"63 ngõ 85/42 Phố Hạ Đình, Phường Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng khép kín Diện tích: 16m², điện nước đầy đủ, có điều hoà, vệ sinh khép kín, an ninh… - 673341",0395957961,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2025/01/07/z3242020099610-8304d602141e014b98bc0af3c21a3a14_1736262514.jpg,https://phongtro123.com/chinh-chu-cho-thue-phong-khep-kin-16m2-tai-ngo-85-ha-dinh-co-dieu-hoa-nha-ve-sinh-an-ninh-tot-pr673341.html,phongtro123.com,2026-07-05T15:11:58.437540+00:00,2.5,16.0,Thanh Xuân,phong_tro,1,1,0,0,0,0,0,0,0,0,2,0.15625
Thuê nhà ngõ 320 khương đình - nhà mới chủ dễ tính,5000000,37.0,"320 Đường Khương Đình, Phường Khương Đình, Hà Nội","Nằm trong ngõ 320 khương đình, gần công an phường nên an ninh rất tốt Gần trường cấp 1,2 khương đình Gần chợ,… - 673330",0967388064,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2025/01/07/z6205929425975-2eef69313225c5345545c86b5524fd7b_1736249889.jpg,https://phongtro123.com/thue-nha-ngo-320-khuong-dinh-nha-moi-chu-de-tinh-pr673330.html,phongtro123.com,2026-07-05T15:11:58.437540+00:00,5.0,37.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1351351351351351
Cho thuê phòng trọ khép kín 30m2 giá rẻ,5000000,30.0,"20 Đường Hoàng Đạo Thành, Phường Khương Đình, Hà Nội","HO THUÊ PHÒNG KHÉP KÍN 30M² - TIỆN NGHI, VỊ TRÍ ĐẮC ĐỊA TẠI THANH XUÂN Địa chỉ: Số 20 Hoàng Đạo Thành, Kim Giang,… - 672793",0967345338,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/12/26/z6167918856485-828f526a31c398b350b991f2ae3f23c5_1735201491.jpg,https://phongtro123.com/cho-thue-phong-tro-khep-kin-30m2-gia-re-pr672793.html,phongtro123.com,2026-07-05T15:11:58.437540+00:00,5.0,30.0,Khương Đình,phong_tro,0,1,0,0,0,0,0,0,0,0,1,0.1666666666666666
"[CHÍNH CHỦ] #Cho_thuê NGÃ TƯ SỞ-ROYAL City FULL ĐỒ (điện nước GIÁ DÂN, ko chung chủ, FULL đồ có ĐIỀU",2500000,25.0,"Phố Vũ Tông Phan, Phường Khương Đình, Hà Nội","[CHÍNH CHỦ] #Cho_thuê NGÃ TƯ SỞ-ROYAL City FULL ĐỒ (điện nước GIÁ DÂN, ko chung chủ, FULL đồ có ĐIỀU HOÀ) Giá… - 671378",0963855358,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/12/05/img-9388_1733397286.jpg,https://phongtro123.com/chinh-chu-cho-thue-nga-tu-so-royal-city-full-do-dien-nuoc-gia-dan-ko-chung-chu-full-do-co-dieu-pr671378.html,phongtro123.com,2026-07-05T15:11:58.437540+00:00,2.5,25.0,Khương Đình,phong_tro,1,0,0,0,1,0,0,0,0,0,2,0.1
Cho Thuê phòng trọ 18m2 đường Bùi Xương Trạch.,2800000,18.0,"số nhà 23 Ngách 358/25 Đường Bùi Xương Trạch, Phường Khương Đình, Hà Nội","- Phòng rộng 18m2, ở tầng 2, sạch sẽ thoáng mát, đầy đủ điều hòa, bình nóng lạnh, nhà vệ sinh riêng - Có chỗ… - 671058",0329822105,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/12/02/outdoor2_1733147620.jpg,https://phongtro123.com/cho-thue-phong-tro-18m2-duong-bui-xuong-trach-pr671058.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,2.8,18.0,Khương Đình,phong_tro,1,1,0,0,0,0,0,1,0,0,3,0.1555555555555555
"Khai trương Căn Hộ cho thuê Chính chủ tại thanh xuân, Cạnh Đầm Hồng giao thông thuận tiện.",4700000,25.0,"247/211 Đường Khương Trung, Phường Khương Đình, Hà Nội","Khai trương Căn Hộ cho thuê Chính chủ ngõ 211/247 khương trung, Thanh Xuân, Hà Nội Nhà view đầm hồng, đẹp, giao… - 669995",0922387111,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/11/18/z5986945465389-dca1a14253c9cff423bccbab2d9b9c02_1731899727.jpg,https://phongtro123.com/khai-truong-can-ho-cho-thue-chinh-chu-tai-thanh-xuan-canh-dam-hong-giao-thong-thuan-tien-pr669995.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,4.7,25.0,Khương Đình,can_ho,0,0,0,0,0,0,0,0,0,0,0,0.188
Ngõ 420/24/7 Khương Đình - Thanh Xuân. Trống 7p - tòa nhà mới tinh,3600000,22.0,"ngõ 420/24/7 Đường Khương Đình, Phường Khương Đình, Hà Nội",Mã 663 Ngõ 420/24/7 Khương Đình - Thanh Xuân Trống 7p - tòa nhà mới tinh GIÁ 3tr6 - 4tr2 Diện tích : 22 - 25m2 - thang… - 669457,0969033188,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/11/11/z6020808182160-bde24c84efed92ade3ea5caff78430ed_1731302169.jpg,https://phongtro123.com/ngo-420-24-7-khuong-dinh-thanh-xuan-trong-7p-toa-nha-moi-tinh-pr669457.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,3.6,22.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1636363636363636
KHAI TRƯƠNG TÒA NHÀ MỚI SAU ROYAL CITY - NGÃ TƯ SỞ,3700000,30.0,"Phố Cự Lộc, Phường Khương Đình, Hà Nội","KHAI TRƯƠNG TÒA NHÀ MỚI SAU ROYAL CITY - NGÃ TƯ SỞ THỜI GIAN VÀO Ở : ở ngay và cuối tháng ----------------- - Gần chợ,… - 668909",0347193442,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/11/04/1_1730714713.jpg,https://phongtro123.com/khai-truong-toa-nha-moi-sau-royal-city-nga-tu-so-pr668909.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,3.7,30.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1233333333333333
Homestay 63 Khương Trung ngay Ngã 4 Sở 1tr550k bao đnc,1500000,20.0,"63 Đường Khương Trung, Phường Khương Đình, Hà Nội","Gần trường Đại học khoa học tự nhiên, Đại học khoa học xã hội, Đại Học xhnv , Đại Học Quốc Gia , Đại… - 668390",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/10/28/1000004892_1730131300.jpg,https://phongtro123.com/homestay-63-khuong-trung-ngay-nga-4-so-1tr550k-bao-dnc-pr668390.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,1.5,20.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.075
"Ở ghép 470 Nguyễn Trãi, Thanh Xuân ngã tư Khuất Duy Tiến - Nguyễn Xiển",1650000,20.0,"470 Đường Nguyễn Trãi, Phường Thanh Xuân, Hà Nội","K CHUNG CHỦ Giờ giấc tự do. Free XE, Wifi. VỆ sinh hàng ngày Điện giá dân Đầy đủ giường tủ ga gối… - 661308",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/07/31/1000002059_1722408956.jpg,https://phongtro123.com/o-ghep-470-nguyen-trai-thanh-xuan-nga-tu-khuat-duy-tien-nguyen-xien-pr661308.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,1.65,20.0,Thanh Xuân,o_ghep,0,0,0,0,0,0,0,0,1,0,1,0.0824999999999999
Có slot ở homestay 12 Khuất Duy Tiến,1700000,20.0,"Đường Khuất Duy Tiến, Phường Thanh Xuân, Hà Nội","Điều hòa, nóng lạnh, tủ lạnh, máy giặt, wifi Kệ để đồ, tủ quần áo. RÈM CHE RIÊNG TƯ từng giường Tiện… - 654301",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/05/09/download-24_1715223935.jpg,https://phongtro123.com/nhuong-slot-o-ghep-homestay-12-khuat-duy-tien-pr654301.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,1.7,20.0,Thanh Xuân,phong_tro,1,0,0,0,0,0,1,1,1,0,4,0.0849999999999999
Homestay 96 Nguyễn Huy Tưởng bao đnc 1tr7,1700000,20.0,"96 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân, Hà Nội",️Địa chỉ: Số 96 Nguyễn Huy Tưởng- Thanh Xuân- HN Giá 1tr7 bao full Đóng 1 cọc 1 1 phòng 6 giường Nhà vệ sinh… - 662605,0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/16/1000002593_1723802656.jpg,https://phongtro123.com/homestay-96-nguyen-huy-tuong-bao-dsnc-1tr7-pr662605.html,phongtro123.com,2026-07-05T15:12:00.999698+00:00,1.7,20.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.0849999999999999
"Homestay full tiện ích dịch vụ 390 Nguyễn Trãi giao Nguyễn Xiển, Khuất Duy Tiến",1650000,25.0,"390 Đường Nguyễn Trãi, Phường Thanh Xuân, Hà Nội","Tham khảo những dịch vụ về không gian sống của tụi mình ở dưới đây nha: • GIƯỜNG CÓ RÈM che riêng tư, chăn… - 651586",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/07/21/1000001792_1721553108.jpg,https://phongtro123.com/homestay-full-tien-ich-dich-vu-287-nguyen-trai-giao-nguyen-xien-ha-dinh-pr651586.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,1.65,25.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.066
"Cho thuê Homestay ghép 210 Nguyễn Trãi, Thanh Xuân 1tr750k bao đnc",1700000,25.0,"210 Đường Nguyễn Trãi, Phường Khương Đình, Hà Nội","Không chung chủ, giờ giấc tự do. Có rèm, chăn ga, gối đệm sạch sẽ, bàn ghế, tủ đồ riêng có khóa, điều hòa… - 646711",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/07/31/1000002014_1722408011.jpg,https://phongtro123.com/cho-thue-homestay-ghep-210-nguyen-trai-thanh-xuan-1tr750k-bao-dnc-pr646711.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,1.7,25.0,Khương Đình,phong_tro,1,0,0,0,0,0,0,0,0,0,1,0.068
Phòng trọ Triều Khúc - Thanh Xuân cho thuê nhanh,3000000,23.0,"37 ngõ 66B Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","Phòng trọ có nhà vệ sinh khép kín Phòng đã có sẵn: tủ bếp, giường, tủ, điều hoà, bình nóng lạnh Vị trí… - 666985",0902017255,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/10/13/z5926860035760-e73c5751732cef7176e852ae7b3795b4_1728835137.jpg,https://phongtro123.com/phong-tro-trieu-khuc-thanh-xuan-pr666985.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,3.0,23.0,Thanh Xuân,phong_tro,1,1,0,0,0,0,0,1,0,0,3,0.1304347826086956
"Cho thuê phòng CCMN Full đồ, Ban công, Thang máy ngay 300 Nguyễn Xiển, Thanh Xuân gần ECogreen",3600000,25.0,"300 Đường Nguyễn Xiển, Phường Khương Đình, Hà Nội","Chính chủ cho thuê phòng CCMN full đồ, khép kín, có ban công cửa sổ 300 Nguyễn Xiển, gần toà chung cư Ecogreen. hoặc đi… - 637653",0877828666,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/09/09/8a42841f03b1c8ef91a030_1725872554.jpg,https://phongtro123.com/cho-thue-phong-ccmn-full-do-ban-cong-thang-may-ngay-300-nguyen-xien-thanh-xuan-gan-ecogreen-nha-moi-dep-pr637653.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,3.6,25.0,Khương Đình,can_ho_mini,0,1,1,1,1,0,0,0,0,1,5,0.144
Chính chủ cho thuê phòng full đồ khép kín có gác và cửa sổ tại 147 Triều Khúc hoặc đi 300 nguyễn xiển gần Ecogreen,3800000,25.0,"147 Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng full đồ, khép kín, có ban công tại 20/300 Nguyễn Xiển, gần toà chung cư Ecogreen. Chính chủ… - 588055",0877828666,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/04/11/6cc834adc81e1f40460f22_1712819278.jpg,https://phongtro123.com/chinh-chu-cho-thue-phong-full-do-khep-kin-ban-cong-rong-tai-147-trieu-khuc-hoac-di-300-nguyen-xien-gan-ecogreen-pr588055.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,3.8,25.0,Thanh Xuân,can_ho,0,1,1,0,1,1,0,0,0,0,4,0.152
"Cho thuê phòng trọ ở Thanh Xuân, HN",4000000,35.0,"2 ngõ 17 Phố Chính Kinh, Phường Thanh Xuân, Hà Nội","Cho thuê tầng ba của căn hộ. Riêng biệt, khép kín. Điều hòa , nóng lạnh , giường đầy đủ Có chỗ đặt bếp… - 663418",0963073086,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/28/img20240828232542_1724862602.jpg,https://phongtro123.com/cho-thue-phong-tro-o-thanh-xuan-pr663418.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,4.0,35.0,Thanh Xuân,can_ho,1,1,0,0,0,0,0,1,0,0,3,0.1142857142857142
"Sleepbox xịn sò 145 Quan Nhân thông Láng, Ng Trãi",1900000,20.0,"145 Phố Quan Nhân, Phường Thanh Xuân, Hà Nội",️Địa chỉ: Số 38 Ngõ 145 Quan Nhân- Thanh Xuân- HN Giá: 1tr9/slot + điện nc Đóng 1 cọc 1 Hđ 6th Thang máy Nhận xe… - 662619,0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/16/1000002609_1723811567.jpg,https://phongtro123.com/slepbox-xin-so-145-quan-nhan-thong-lang-ng-trai-pr662619.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,1.9,20.0,Thanh Xuân,phong_tro,0,0,0,1,0,0,0,0,0,1,2,0.095
Homestay ghép 4 thang máy 29 Khuất Duy Tiến,1700000,20.0,"29 Đường Khuất Duy Tiến, Phường Thanh Xuân, Hà Nội",️Địa chỉ: Số 11 Ngách 4 Ngõ 29 Đường Khuất Duy Tiến - Thanh Xuân - HN Giá 1tr7 + điện nc Đóng 1 cọc 1 Hợp… - 662608,0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/16/1000002601_1723803707.jpg,https://phongtro123.com/homestay-sleepbox-29-khuat-duy-tien-pr662608.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,1.7,20.0,Thanh Xuân,phong_tro,0,0,0,1,0,0,0,0,0,1,2,0.0849999999999999
Ở ghép chung cư xịn sò 39 Lê Văn Lương tòa Việt Đức Complex,1500000,25.0,"39 Đường Lê Văn Lương, Phường Thanh Xuân, Hà Nội","Homestay chỉ 1500k/tháng/người đầy đủ tiện nghi, chỉ việc xách vali đến ở. Tham khảo những dịch vụ về không… - 651519",0865825916,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/15/1000002547_1723711799.jpg,https://phongtro123.com/o-ghep-chung-cu-xin-so-39-le-van-luong-toa-viet-duc-complex-pr651519.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,1.5,25.0,Thanh Xuân,o_ghep,0,0,0,0,0,0,0,0,0,0,0,0.06
căn hộ cao cấp gần royal full đồ hơn 5 củ,5400000,30.0,"145 Phố Quan Nhân, Phường Thanh Xuân, Hà Nội","Khai Trương Siêu Phẩm 19 căn hộ cao cấp, thiết kế studio- 1 ngủ-1 bếp, duplex full đồ mới- thang máy-...gần royal -145… - 626087",0379309222,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2023/05/26/2318700d-62f2-4f30-99eb-fd89a3ea25ae_1685078856.jpg,https://phongtro123.com/can-ho-cao-cap-gan-royal-full-do-hon-5-cu-pr626087.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,5.4,30.0,Thanh Xuân,can_ho_mini,0,0,0,1,1,0,0,0,0,1,3,0.18
"CHO THUÊ CĂN HỘ KIM GIANG 1 KHÁCH 1 NGỦ FULL ĐỒ NHƯ ẢNH GIÁ 4,8TR",4800000,40.0,"68 Đường Kim Giang, Phường Khương Đình, Hà Nội","CHO THUÊ PHÒNG 1K1N KIM GIANG GIÁ THUÊ 4,8TR LIÊN HỆ CHÍNH FULL ĐỒ KHÔNG THIẾU MỘT THỨ GÌ NHƯ ẢNH CÓ 2 ĐIỀU HÒA, MÁY… - 661579",0967399613,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/08/03/z4628771621174-e724d4b6fc58d18f736d931d121fd511_1722680766.jpg,https://phongtro123.com/cho-thue-can-ho-kim-giang-1-khach-1-ngu-full-do-nhu-anh-gia-4-8tr-pr661579.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,4.8,40.0,Khương Đình,can_ho,1,0,0,0,1,0,0,0,0,0,2,0.12
"CHO THUÊ PHÒNG SẠCH - ĐẸP- AN TOÀN TẠI KHƯƠNG ĐÌNH, HN",4000000,32.0,"Ngõ 358 Đường Bùi Xương Trạch, Phường Khương Đình, Hà Nội","Cho thuê phòng ở tầng 2 (nhà 4 tầng, mỗi tầng 1 phòng, tầng 1 để xe - không ở chung với chủ nhà); Diện tích 1… - 659323",0983227386,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/07/08/anh-nha-1_1720420167.jpg,https://phongtro123.com/cho-thue-phong-sach-dep-an-toan-pr659323.html,phongtro123.com,2026-07-05T15:12:01.000698+00:00,4.0,32.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,1,1,0.125
"Hót!!Hót!! Còn 1 phòng duy nhất gần Trường Đại Học Hà Nội chỉ với 4tr, LH ngay Zalo 0983948430",4600000,20.0,"SN 22, ngách 12, ngõ 129 Đường Nguyễn Trãi, Phường Thanh Xuân, Hà Nội","Địa chỉ: SN 22, ngách 12, ngõ 129 Nguyễn Trãi, gần đối diện Royal city - Thời gian vào ở: vào luôn - Diện tích:… - 659402",0936463517,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/07/09/1i28qtcpa-5hl8mu_1720462036.jpg,https://phongtro123.com/hot-hot-con-1-phong-duy-nhat-gan-truong-dai-hoc-ha-noi-chi-voi-4tr-lh-ngay-zalo-0936463517-pr659402.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,4.6,20.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.2299999999999999
"Cho thuê phòng trọ CCMN DT 25m2, khép kín, gần Ngã Tư Sở, giá thl",4000000,25.0,"Ngõ 211 Đường Khương Trung, Phường Khương Đình, Hà Nội","Địa chỉ: Ngõ 211 Khương Trung, phường Khương Đình, quận Thanh Xuân, Hà Nội. Khu vực gần Đầm Hồng và Ngã Tư… - 658469",0963255201,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/28/cho-thue-phong-tro-khuong-trung-thanh-xuan-1_1719559924.jpg,https://phongtro123.com/cho-thue-phong-tro-ccmn-dt-25m2-khep-kin-gan-nga-tu-so-gia-thl-pr658469.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,4.0,25.0,Khương Đình,can_ho_mini,0,1,0,0,0,0,0,0,0,0,1,0.16
Gấp! Cho thuê phòng khép kín ở Triều Khúc - ô tô đỗ cửa - phòng cháy đầy đủ - view vườn hoa,3800000,30.0,"Đường Triều Khúc, Phường Thanh Xuân, Hà Nội","Hiện tại tôi chính chủ còn 1 số phòng cho thuê, đầy đủ phòng cháy, ô tô đỗ cửa, thông tin như sau: - Địa chỉ… - 658292",0966034316,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/26/434201064-249641844904313-5103616829252666577-n_1719388376.jpg,https://phongtro123.com/gap-cho-thue-phong-khep-kin-o-trieu-khuc-o-to-do-cua-phong-chay-day-du-view-vuon-hoa-pr658292.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,3.8,30.0,Thanh Xuân,phong_tro,0,1,0,0,0,0,0,0,0,0,1,0.1266666666666666
Phòng trọ giá rẻ khu vực Thanh Xuân,1200000,10.0,"11 ngõ 72 Phố Chính Kinh, Phường Thanh Xuân, Hà Nội","Phòng trọ giá rẻ, không chung chủ, không khép kín Nước 70k/ng, Điện 4k/số Có chỗ để xe Phòng cho 1 người Địa… - 646988",0345536190,https://phongtro123.com/images/thumb_default.svg,https://phongtro123.com/phong-tro-gia-re-khu-vuc-thanh-xuan-2-pr646988.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,1.2,10.0,Thanh Xuân,phong_tro,0,1,0,0,0,0,0,0,0,1,2,0.12
"Cho thuê phòng trọ - Phòng trọ giá rẻ tại Lê Trọng Tấn, Thanh Xuân, Hà Nội",4200000,25.0,"59 ngõ 192 Phố Lê Trọng Tấn, Phường Phương Liệt, Hà Nội","Chính chủ cho thuê CCMN + Số nhà 59 ngõ 192 Lê trọng tấn +Gồm có + đầy đủ giường, nóng lạnh, điều hòa,… - 657672",0374452981,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/19/img-2682_1718769038.jpg,https://phongtro123.com/cho-thue-phong-tro-phong-tro-gia-re-2-pr657672.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,4.2,25.0,Phương Liệt,can_ho_mini,0,0,0,0,0,0,0,1,0,0,1,0.168
"Nhà trọ giá rẻ Khương Trung ngõ 61, Thanh Xuân, Hà Nội",3500000,28.0,"Ngõ 61 Đường Khương Trung, Phường Khương Đình, Hà Nội","Ngõ 61 Khương Trung Phòng 201 giá 3,5 tr, vs khép kín phòng có đủ điều hòa nóng lạnh, giường tủ, ban công trước… - 657622",0385853322,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/18/img-1718688650098-1718691337840_1718702924.jpg,https://phongtro123.com/nha-tro-gia-re-khuong-trung-ngo-61-pr657622.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,3.5,28.0,Khương Đình,phong_tro,1,1,1,0,0,0,0,1,0,0,4,0.125
CHO THUÊ PHÒNG LẠC HỒNG – KHƯƠNG TRUNG 30M2,6000000,30.0,"Đường Lạc Hồng, Phường Khương Đình, Hà Nội","CHO THUÊ PHÒNG LẠC HỒNG – KHƯƠNG TRUNG 30M2 Căn Studio cửa sổ to thoáng 1 tầng 1 gác xép. Căn ngay tầng 1, xe cứu hỏa… - 657501",0377957514,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/17/20240609-170451_1718611352.jpg,https://phongtro123.com/cho-thue-phong-lac-hong-khuong-trung-30m2-pr657501.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,6.0,30.0,Khương Đình,can_ho_mini,0,0,0,0,0,1,0,0,0,0,1,0.2
"Cho thuê phòng trọ 108 Nguyễn Lân, Thanh Xuân, full nội thất như hình, giá chỉ 3,9 triệu",3900000,25.0,"108 Đường Nguyễn Lân, Phường Phương Liệt, Hà Nội","Địa chỉ: 108 đường Nguyễn Lân, Thanh Xuân, Hà Nội. Khu vực gần các trường đại học danh tiếng như Đại Học Y,… - 657187",0975949750,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/13/cho-thue-phong-tro-nguyen-lan-thanh-xuan-ha-noi-1_1718253121.jpg,https://phongtro123.com/cho-thue-phong-tro-108-nguyen-lan-thanh-xuan-full-noi-that-nhu-hinh-gia-chi-3-9-trieu-pr657187.html,phongtro123.com,2026-07-05T15:12:03.306457+00:00,3.9,25.0,Phương Liệt,phong_tro,0,0,0,0,1,0,0,0,0,0,1,0.156
"Cho thuê phòng trọ Hoàng Ngân, Thanh Xuân, đủ NT cao cấp, giá rẻ chỉ 3,5 triệu/tháng",3500000,30.0,"111 Đường Hoàng Ngân, Phường Thanh Xuân, Hà Nội","Cho thuê phòng trọ nội thất cao cấp đầy đủ, chỉ việc xách vali vào ở. Phòng có cửa sổ rộng thoáng mát,… - 657185",0971156838,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/13/cho-thue-phong-tro-nhan-chinh-thanh-xuan-ha-noi-1_1718252531.jpg,https://phongtro123.com/cho-thue-phong-tro-hoang-ngan-thanh-xuan-du-nt-cao-cap-gia-re-chi-3-5-trieu-thang-pr657185.html,phongtro123.com,2026-07-05T15:12:03.307457+00:00,3.5,30.0,Thanh Xuân,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.1166666666666666
"Cho thuê phòng trọ 236 Khương Đình, Thanh Xuân, DT 20m2, FULL NT như hình, giá 2,6 TR",2600000,20.0,"236 Đường Khương Đình, Phường Khương Đình, Hà Nội","Còn 2 phòng cho thuê, giá cả hợp lý: - Phòng 1: Giá 2,6 triệu/tháng. - Phòng 2: Giá 3,3 triệu/tháng. Tiện nghi đầy… - 657180",0962618396,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/13/cho-thue-phong-tro-khuong-dinh-thanh-xuan-1_1718251074.jpg,https://phongtro123.com/cho-thue-phong-tro-236-khuong-dinh-thanh-xuan-dt-20m2-full-nt-nhu-hinh-gia-2-6-tr-pr657180.html,phongtro123.com,2026-07-05T15:12:03.307457+00:00,2.6,20.0,Khương Đình,phong_tro,0,0,0,0,0,0,0,0,0,0,0,0.13
1N1K giá 4.500.000đ full đồ tại Ngõ 211 Khương Trung,4200000,30.0,"Đường Khương Trung, Phường Khương Đình, Hà Nội","1N1K FULL ĐỒ - CHỈ 4TR5 STUDIO RỘNG 4TR2 ️ ngõ 211 Khương Trung Ngõ rộng ô tô vào, thông ra Đầm Hồng. ️ Phòng… - 657153",0967689299,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/13/img-6080_1718247862.jpg,https://phongtro123.com/1n1k-gia-4-500-000d-full-do-tai-ngo-211-khuong-trung-pr657153.html,phongtro123.com,2026-07-05T15:12:03.307457+00:00,4.2,30.0,Khương Đình,can_ho_mini,0,0,0,0,1,0,0,0,0,0,1,0.14
Chính Chủ Cho Thuê Phòng T3 CCMN 60m2 2 Ngủ Phố Khương Hạ Thanh Xuân,4000000,60.0,"Ngõ 29 Ngách 68 số nhà 28 Phố Khương Hạ, Phường Khương Đình, Hà Nội",Chính Chủ Cho Thuê Phòng Tầng 3 CCMN 60m2 Vào Ở Luôn Tại 28 Ngõ 29/68 Khương Hạ Thanh Xuân Giá 4Tr Điện 4k Nước… - 656340,0918801368,https://pt123.cdn.static123.com/images/thumbs/450x300/fit/2024/06/02/1000000547_1717316362.jpg,https://phongtro123.com/chinh-chu-cho-thue-phong-t3-ccmn-60m2-2-ngu-pho-khuong-ha-thanh-xuan-pr656340.html,phongtro123.com,2026-07-05T15:12:03.307457+00:00,4.0,60.0,Khương Đình,can_ho_mini,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666666
